,geometry,site_id,name,id,code,type
946,POINT Z (-48.65572187333734 -28.234837808483537 31.386049585416913),41638,Imbituba,41638M001,IMBT,GNSS
947,POINT Z (-67.05778150450713 -0.1438528576293308 94.88120352197438),41639,Sao Gabriel,41639M001,SAGA,GNSS
948,POINT Z (-44.212479416417914 -2.593457733785248 18.97442204412073),41640,Sao Luis,41640M001,SALU,GNSS
949,POINT Z (-38.43225426145305 -12.939245132257108 76.31032573152333),41643,Salvador INCRA,41643M001,SAVO,GNSS
950,POINT Z (-67.80281202844834 -9.965457428404282 172.61516726016998),41645,Rio Branco,41645M001,RIOB,GNSS
951,POINT Z (-46.328024515164394 -22.318560299009874 883.6993039315566),41647,Inconfidentes,41647M001,MGIN,GNSS
952,POINT Z (-48.33067961652302 -10.171051812332019 256.5349268168211),41648,Palmas,41648M001,TOPL,GNSS
953,POINT Z (-54.54070298481898 -20.44089897067225 676.4627136373892),41649,Campo Grande,41649M001,MSCG,GNSS
954,POINT Z (-40.50612416129999 -9.384416497675746 369.0899481764063),41650,Petrolina,41650M001,PEPE,GNSS
955,POINT Z (-65.33060783078456 -10.784241575105002 157.7650108365342),41651,Guajara-Mirim,41651M001,ROGM,GNSS
956,POINT Z (-48.2560498322538 -18.919161627181385 869.2310000443831),41652,University of U,41652M001,MGUB,GNSS
957,POINT Z (-51.72610935916262 -17.88327723320185 755.2846015943214),41654,Jatai,41654M001,GOJA,GNSS
958,POINT Z (-43.92489748436605 -19.941899146390085 974.8366964841262),41667,Belo Horizonte,41667M001,MGBH,GNSS
959,POINT Z (-35.20770843595265 -5.836138925322492 45.94481501262635),41668,Natal - INPE,41668M001,RNNA,GNSS
960,POINT Z (-55.45626361291719 -10.80386350898402 307.2200854672119),41670,Colider,41670M001,MTCO,GNSS
961,POINT Z (-60.54391084545335 -13.122274887799005 451.70310928393155),41679,Colorado d Oest,41679M001,ROCD,GNSS
962,POINT Z (-38.47291837019122 -3.710810038012912 4.898637739941478),41682,Docas do Ceara,41682M001,CEFT,GNSS
963,POINT Z (-44.994895580202595 -12.150041215900863 443.0599037203938),41684,Barreiras,41684M001,BABR,GNSS
964,POINT Z (-56.036356261210344 -4.2876550405419005 9.20321021322161),41685,Itaituba,41685M001,PAIT,GNSS
965,POINT Z (-55.72741351656977 -12.545233205341342 391.6496154582128),41689,Sorriso,41689M001,MTSR,GNSS
966,POINT Z (-109.38328289600383 -27.148209885625626 114.53736432082951),41703,Easter Island,41703M003,EISL,GNSS
967,POINT Z (-109.34440487587386 -27.124983311555088 112.49442930612713),41703,Easter Island,41703M007,ISPA,GNSS
968,POINT Z (-70.66855170997455 -33.15028672809161 723.0774887353182),41705,Santiago,41705M003,SANT,GNSS
969,POINT Z (-70.13171142094323 -20.27353990290936 38.95169321168214),41708,Iquique,41708S002,IQQE,GNSS
970,POINT Z (-71.62608921879938 -33.02724155968981 31.352550744079053),41712,Valparaiso,41712S001,VALP,GNSS
971,POINT Z (-71.53204783120206 -37.33870176636624 745.409076211974),41713,Antuco,41713S001,ANTC,GNSS
972,POINT Z (-70.33823463238586 -27.384525553910265 479.1388649670407),41714,Copiapo,41714S001,COPO,GNSS
973,POINT Z (-71.89208131168527 -45.51434010385676 476.1668210057542),41715,Coyhaique,41715S001,COYQ,GNSS
974,POINT Z (-70.87988142793643 -53.13695374866189 22.286742622964084),41716,Punta Arenas I,41716S001,PARC,GNSS
975,POINT Z (-73.02547764929396 -36.84375926807087 180.6716937692836),41719,Concepcion,41719M002,CONZ,GNSS
976,POINT Z (-73.02537459607467 -36.84283734017203 173.45274604018778),41719,Concepcion,41719M004,CONT,GNSS
977,POINT Z (-73.10361866395671 -40.597244948313765 84.33110292162746),41722,Osorno,41722M001,OSOR,GNSS
978,POINT Z (-63.159673986616376 -17.796790487452355 442.0437661698088),41801,Santa Cruz,41801M001,SCRZ,GNSS
979,POINT Z (-63.67998467569212 -22.01710242679623 659.6743572736159),41803,Yacuiba,41803M001,YCBA,GNSS
980,POINT Z (-74.08093950340822 4.640074328177906 2576.3297667838633),41901,Bogota,41901M001,BOGT,GNSS
981,POINT Z (-75.53385255335735 10.391335228171842 4.057275868952274),41902,Cartagene,41902M001,CART,GNSS
982,POINT Z (-72.48793948678058 7.898459064377233 311.16799297370017),41904,Cucuta,41904S001,CUCU,GNSS
983,POINT Z (-77.01042012542545 3.882023727889219 57.753576272167265),41912,Buenventura,41912S001,BUEN,GNSS
984,POINT Z (-74.1870926025724 11.225247965289894 22.71018720883876),41928,Santa Marta,41928S001,SAMA,GNSS
985,POINT Z (-78.4936075192758 -0.2151562451654373 2922.524288327433),42003,Quito III,42003S003,QUI2,GNSS
986,POINT Z (-78.46727908322958 -0.1395795020762569 2927.482736445032),42003,Quito III,42003S004,QUI3,GNSS
987,POINT Z (-90.30361382045125 -0.7426942025594986 7.435529923066497),42005,Santa Cruz,42005M001,GALA,GNSS
988,POINT Z (-90.30366756770115 -0.7429985008471001 1.7882081400603056),42005,Santa Cruz,42005M002,GLPS,GNSS
989,POINT Z (-78.65110790008508 -1.650595877158395 2817.2179416185245),42006,Rio Bamba,42006M001,RIOP,GNSS
990,POINT Z (-78.84700517260096 1.2925160786688927 23.065249726176262),42021,San Lorenzo,42021M001,SNLR,GNSS
991,POINT Z (-71.49278961158032 -16.465511898908872 2488.8855143254623),42202,Arequipa,42202M005,AREQ,GNSS
992,POINT Z (-71.49290137281926 -16.465422096589638 2489.264222195372),42202,Arequipa,42202M008,AREG,GNSS
993,POINT Z (-73.26870881064069 -3.7673450449353507 122.12375811766833),42204,Iquitos,42204M001,IQUI,GNSS
994,POINT Z (-77.1493188266597 -12.062874358199029 33.811164665967226),42205,Callao,42205M001,CALL,GNSS
995,POINT Z (-56.25988293603449 -34.88831746349775 158.08948816452175),42301,Montevideo,42301M001,UYMO,GNSS
996,POINT Z (-55.93753359967716 -31.683065012323596 186.9628884755075),42302,Tacuarembo,42302M001,UYTA,GNSS
997,POINT Z (-56.176301343601935 -34.91358932994743 40.730766902677715),42323,Montevideo - Pa,42323S001,MTV2,GNSS
998,POINT Z (-71.62443001180803 10.67397992404984 28.380605914629996),42402,Maracaibo,42402M001,MARA,GNSS
999,POINT Z (-64.69627436056327 32.37039952733097 -11.63690164219588),42501,BERMUDA,42501S004,BRMU,GNSS
1000,POINT Z (-76.7808717760818 17.93902426701404 -2.9315223675221205),42601,KINGSTON,42601S001,JAMA,GNSS
1001,POINT Z (-77.7841175138992 17.02118009265124 -10.70055496878922),42602,PedroCay_JAM201,42602M001,CN11,GNSS
1002,POINT Z (-76.74905190708351 18.004481904810014 169.92201571539044),42603,UWI_Mona_JAM201,42603M001,CN12,GNSS
1003,POINT Z (-36.51428975915902 -54.29524460945296 346.22080182563514),42701,King Edward Poi,42701M001,KEPA,GNSS
1004,POINT Z (-68.78802200438072 76.53733781180715 55.07914864085615),43001,Thule,43001M001,THU1,GNSS
1005,POINT Z (-68.82504537683837 76.53704800637964 36.14147268142551),43001,Thule,43001M002,THU2,GNSS
1006,POINT Z (-50.944842248330396 66.9874195307699 229.86855975538492),43005,Kellyville (Kan,43005M002,KELY,GNSS
1007,POINT Z (-21.950339093998977 70.48533538606992 128.53609333187342),43006,Ittoqqortoormii,43006M002,SCOR,GNSS
1008,POINT Z (-46.04776592882804 60.71526465568417 110.46692382358015),43007,Qaqortoq,43007M001,QAQ1,GNSS
1009,POINT Z (-35.57631641013871 66.86328048732463 1720.8883218765259),43019,Steenstrup Nord,43019M001,KSNB,GNSS
1010,POINT Z (-54.3937078854716 72.9106782021194 370.47657671011984),43026,Sermip Nuunataa,43026M001,SRMP,GNSS
1011,POINT Z (-26.293461262330993 80.45668291936484 692.0833975216374),43033,Leffingwell Nun,43033M001,LEFN,GNSS
1012,POINT Z (-63.10886853197472 18.042267266518696 -32.48198585305363),43102,"Sint Maarten, P",43102S001,SMRT,GNSS
1013,POINT Z (-64.58431887101146 17.756899331851713 -31.925262682139874),43201,SAINTE CROIX,43201M001,CRO1,GNSS
1014,POINT Z (-61.39908509619909 10.639537593317218 -7.49863058142364),43306,UWI_CN45_TTO201,43306M001,TTUW,GNSS
1015,POINT Z (-59.60909620365407 13.087954896693512 -38.652363112196326),43401,BRIDGETOWN,43401M001,BDOS,GNSS
1016,POINT Z (-77.46225684617444 25.052539269438185 -21.257935361005366),43607,Nassau,43607S001,NAS0,GNSS
1017,POINT Z (-60.97389872144109 14.023547627766405 24.41561747714877),43901,Castries_LCA201,43901M001,CN04,GNSS
1018,POINT Z (-61.861163381025186 17.045119811764277 356.28559366520494),44101,BGGY__AntiguaBG,44101M001,BGGY,GNSS
1019,POINT Z (-62.34625774657281 16.93418364700047 106.57585205230862),44102,Redonda,44102M001,RDON,GNSS
1020,POINT Z (-61.78557885419362 17.668524243433946 -21.94436363596469),44103,Barbuda__ATG201,44103M001,CN00,GNSS
1021,POINT Z (-73.52042030748858 45.557082015624495 54.089330851100385),44324,PMTL RACS-APM,44324M001,PMTL,GNSS
1022,POINT Z (-81.71572179011832 12.580450494949414 10.067621727474034),44466,SanAndresCOL200,44466M001,SAN0,GNSS
1023,POINT Z (-81.3629204799459 13.375495350276001 47.86465923208743),44467,Prvdncia_COL201,44467M001,CN35,GNSS
1024,POINT Z (-50.49237019397888 -21.929116130405433 508.7638035817072),48085,Tupa - Sao Paul,48085M001,SPTU,GNSS
1025,POINT Z (-64.70665053469601 -3.3456887024897504 45.82486621197313),48091,Tefe,48091M001,AMTE,GNSS
1026,POINT Z (-78.16438710935074 43.956469929884236 42.470801981166005),49102,Cobourg - Ontar,49102M001,CBRG,GNSS
1027,POINT Z (-82.73485261286875 42.02694555501871 142.37373057287186),49103,Kingsville - On,49103M001,KNGV,GNSS
1028,POINT Z (-81.92446685092627 45.9805395337418 143.4777559544891),49104,Little Current,49104M001,LCUR,GNSS
1029,POINT Z (-92.08979332010006 62.81346314654276 -20.023935039527714),49105,Rankin Inlet,49105M001,RNKN,GNSS
1030,POINT Z (-86.23105037469782 66.5236004734932 -11.760618640109897),49108,Repulse Bay,49108M001,REPL,GNSS
1031,POINT Z (-101.69625235376806 60.76712801457288 284.99472756683826),49109,Ennadai Lake,49109M001,ENNA,GNSS
1032,POINT Z (-103.28211026884408 62.489740445731286 267.672410546802),49110,Tukto Lodge,49110M001,TKTO,GNSS
1033,POINT Z (-111.58127732224142 64.86391190258908 399.2489302624017),49111,Daring Lake,49111M001,DRNG,GNSS
1034,POINT Z (-60.188608473627745 46.160924953691946 31.611747874878347),49123,Sydney,49123M001,SDNY,GNSS
1035,POINT Z (-65.96306470343829 43.86991979419797 -2.1111230300739408),49125,Tusket,49125M001,TSKT,GNSS
1036,POINT Z (-125.33083204161855 50.13249414815965 -7.416810969822109),49130,Quadra Island,49130M010,QUAD,GNSS
1037,POINT Z (-78.57099391961387 53.698042653979144 21.162315611727536),49132,La Grande 1,49132M001,LG1G,GNSS
1038,POINT Z (-73.51361855499552 53.83331716590908 425.93937609158456),49134,La grande 4,49134M001,LG4G,GNSS
1039,POINT Z (-70.32663538323251 47.54989132693451 412.4091736609116),49135,Charlevoix,49135M001,CRLV,GNSS
1040,POINT Z (-114.93885607946436 39.345243001698485 1998.2921905918047),49201,EGAN_BRGN_NV199,49201M001,EGAN,GNSS
1041,POINT Z (-111.06374183001213 42.773118660794886 1975.569604855962),49202,AHID_EBRY_ID200,49202M001,AHID,GNSS
1042,POINT Z (-90.34125382587793 47.748552002643244 157.35829800460488),49203,Grand Marais,49203M001,GDMA,GNSS
1043,POINT Z (-114.10886288000448 46.929404139777375 960.0904274713248),49204,Missoula,49204M001,MSOL,GNSS
1044,POINT Z (-77.54274680859423 39.10159595033957 79.60419825743884),49205,DC WAAS 1,49205M001,ZDC1,GNSS
1045,POINT Z (-94.79083410867028 38.88015940796932 305.4493889696896),49206,Kansas Cty WAAS,49206M001,ZKC1,GNSS
1046,POINT Z (-91.6554423500551 31.843382929371835 5.7537792455405),49207,Sicily Island,49207M001,SIHS,GNSS
1047,POINT Z (-82.1338120710477 33.54575856753576 98.49670925643295),49208,Columbia County,49208M001,GACC,GNSS
1048,POINT Z (-81.49114949948675 35.281574744361706 263.111800740473),49211,Shelby,49211M001,NCSH,GNSS
1049,POINT Z (-105.29365446593353 36.42027422787166 2529.90226378385),49212,ANGELFIRE_NM200,49212M001,P036,GNSS
1050,POINT Z (-105.10468509419636 38.42175348775079 1616.8745533498004),49213,FreemontAPCO200,49213M001,P037,GNSS
1051,POINT Z (-121.6832310579914 46.622855178020934 318.8705196483061),49214,PackwoodF_WA200,49214M001,P432,GNSS
1052,POINT Z (-123.96765386182638 40.791144851133545 689.392525662668),49215,FickleHillCN200,49215M001,P169,GNSS
1053,POINT Z (-114.3268349492817 48.22747454458976 905.1694485712796),49216,Flathead Valley,49216M001,MTFV,GNSS
1054,POINT Z (-87.37869824440354 46.54554797960851 155.09234901797026),49217,MIMQ Marquette,49217M001,MIMQ,GNSS
1055,POINT Z (-95.3936119669394 32.24961575970308 120.13760834094137),49218,Tyler,49218M001,TXTY,GNSS
1056,POINT Z (-109.55780284254341 42.76712652446597 2215.59195211716),49219,BLW2_EBRY_WY200,49219M001,BLW2,GNSS
1057,POINT Z (-104.77537285556113 41.10453191498684 1823.9109127810225),49220,Laramie County,49220M001,WYLC,GNSS
1058,POINT Z (-94.77103142700199 30.05588847308965 -11.109395273029804),49221,Liberty,49221M001,TXLI,GNSS
1059,POINT Z (-91.49625354343497 43.632957382567284 339.6069369567558),49222,CALEDONIA,49222M001,MNCA,GNSS
1060,POINT Z (-101.33018032245722 48.41614506441759 480.74334265943617),49223,Minot AFB Base,49223M001,NDMB,GNSS
1061,POINT Z (-107.90840977441053 36.03168465522502 1933.1138647664338),49224,ChacoCnHP_NM200,49224M001,P028,GNSS
1062,POINT Z (-77.98054567593837 34.94181252833866 14.15998872090131),49225,Kenansville,49225M001,NCKN,GNSS
1063,POINT Z (-104.1857043051827 43.881145312928474 1490.9318896513432),49226,Newcastle_WY200,49226M001,P043,GNSS
1064,POINT Z (-103.22248544509628 40.17179032242368 1411.034557142295),49227,AkronArpt_CO200,49227M001,P044,GNSS
1065,POINT Z (-88.51302182542013 46.76411294069472 193.77699040435255),49228,Baraga,49228M001,MIBX,GNSS
1066,POINT Z (-124.55701940523 47.93718751596224 36.218772212043405),49229,Quillayut_WA200,49229M001,P401,GNSS
1067,POINT Z (-124.55708795956119 47.93711015406363 35.74837042670697),49229,Quillayut_WA200,49229M002,P816,GNSS
1068,POINT Z (-78.7537172203695 43.1652465370539 165.1448682649061),49230,Lockport,49230M001,NYLP,GNSS
1069,POINT Z (-96.29128127688455 46.49050944785085 345.22207228746265),49231,Rothsay,49231M001,MNRT,GNSS
1070,POINT Z (-94.12210365112394 43.66287903109242 302.3707993198186),49232,Blue Earth,49232M001,MNBE,GNSS
1071,POINT Z (-132.9135624810698 56.79762234257896 75.89958036970347),49233,PetersburgAK200,49233M001,AB51,GNSS
1072,POINT Z (-112.22271618458329 38.479929992266506 1761.5153464516625),49234,Marysvale_UT200,49234M001,P009,GNSS
1073,POINT Z (-109.33383703198757 38.097432421685944 1788.4912098022178),49235,MonticelloUT200,49235M001,P012,GNSS
1074,POINT Z (-110.90623411970377 47.34996381738962 1186.0532589452341),49236,Armington_MT200,49236M001,P049,GNSS
1075,POINT Z (-174.2047573603905 52.209503294134656 25.47600088827312),49237,AtkaIslandAK200,49237M001,AB01,GNSS
1076,POINT Z (-148.87115294624826 68.76049354353279 507.0164484465495),49238,SagRivrDOTAK200,49238M001,AB45,GNSS
1077,POINT Z (-156.6527558196675 58.68157140216401 36.35276172310114),49239,KingsalmonAK200,49239M001,AC24,GNSS
1078,POINT Z (-96.60948169229631 39.10075002295831 325.57715017255396),49240,KSU1_KSUN_KS200,49240M001,KSU1,GNSS
1079,POINT Z (-99.13445077440505 29.343863290661048 248.62671653926373),49241,Hondo,49241M001,TXHO,GNSS
1080,POINT Z (-92.015215492222 46.70505582940253 159.38086559809744),49242,Wisconsin Point,49242M001,WIS5,GNSS
1081,POINT Z (-108.54614644650587 45.80660054252859 1081.084870543331),49243,BillingsAPMT200,49243M001,P051,GNSS
1082,POINT Z (-104.44142105116565 45.84634872007035 1093.1029015230015),49244,TEREkalakaMT200,49244M001,P054,GNSS
1083,POINT Z (-104.68512484160506 47.116713204670226 667.7390399640426),49245,GlendiveWTMT200,49245M001,P055,GNSS
1084,POINT Z (-120.47276341564738 41.332514500459276 1391.28855869174),49246,LilJuniperCN200,49246M001,P731,GNSS
1085,POINT Z (-81.86416427862414 26.590979749365676 -14.873022148385644),49247,Fort Myers,49247M001,FMYR,GNSS
1086,POINT Z (-84.99933120662149 35.919641803160594 526.1808800492436),49248,TDOT District 2,49248M001,TN23,GNSS
1087,POINT Z (-87.32604710099562 35.25576891597414 259.4180233599618),49249,TDOT District 3,49249M001,TN36,GNSS
1088,POINT Z (-161.84172504979466 60.78791514890398 51.73434351477772),49250,Bethel Waas,49250M001,BET1,GNSS
1089,POINT Z (-92.54547331147852 35.702659968932316 335.3709511356428),49251,RockyHillAR_200,49251M001,P777,GNSS
1090,POINT Z (-162.61137264292316 66.88733172286832 10.430202893912792),49252,Kotzebue WAAS,49252M001,OTZ1,GNSS
1091,POINT Z (-149.78514295181247 61.179715305841135 93.19294935837388),49253,Anchorage AK DO,49253M001,TBON,GNSS
1092,POINT Z (-117.32999560399114 41.42874088341843 1433.4118729233742),49254,SpringCrekNV200,49254M001,P013,GNSS
1093,POINT Z (-107.72542111503225 48.72607963176638 814.9854895528406),49255,WhitewaterMT200,49255M001,P053,GNSS
1094,POINT Z (-156.90489013034954 67.05588492199693 508.1092137824744),49256,Kobuk_VallAK200,49256M001,AB27,GNSS
1095,POINT Z (-170.21782035171262 57.156087150037976 19.381881578825414),49257,StPaulIsldAK200,49257M001,AC58,GNSS
1096,POINT Z (-97.30888867466966 37.587720939688566 363.343029984273),49258,Wichita ICT1,49258M001,ICT1,GNSS
1097,POINT Z (-164.75480419056166 54.58998333913766 481.7714083055034),49259,WestdahlNWAK200,49259M001,AV24,GNSS
1098,POINT Z (174.07626698709586 52.71461926057051 18.306196878664196),49260,Westeast__AK200,49260M001,AC60,GNSS
1099,POINT Z (-76.52219577828144 38.97447361409399 -15.802406779490411),49261,Annapolis MD,49261M001,LOYF,GNSS
1100,POINT Z (-76.67194690041585 34.71903795470181 -29.276439090259373),49262,Beaufort,49262M001,NCBE,GNSS
1101,POINT Z (-76.60909031140294 39.01051890487872 21.554125178605318),49263,Annapolis 6,49263M001,ANP6,GNSS
1102,POINT Z (-88.1850532076181 39.48048307488725 181.58872635290027),49264,EIU COOP,49264M001,KA14,GNSS
1103,POINT Z (-95.40366293089076 29.013604614153174 -20.066858150064945),49265,CLUTE COOP,49265M001,DWI1,GNSS
1104,POINT Z (-96.20742008362494 48.11915933523702 326.19926605094224),49266,Thief River Fal,49266M001,MNTF,GNSS
1105,POINT Z (-91.16137756376803 38.814646326386445 229.74811465013772),49267,MoDOT Warrenton,49267M001,MOWR,GNSS
1106,POINT Z (-149.98344312685165 61.175224239653694 57.86651977337897),49268,ANC AIRPORT 2,49268M001,ANC2,GNSS
1107,POINT Z (-73.40110210226541 -39.868740547617456 57.60064216051251),49269,Niebla,49269M001,NIEB,GNSS
1108,POINT Z (-112.52409095509307 45.043469453039 1810.7137579014525),49270,MatadorRchMT200,49270M001,P706,GNSS
1109,POINT Z (-87.77569158191986 30.91639077890618 60.950336932204664),49271,ALDOT 9 DIV DIS,49271M001,AL92,GNSS
1110,POINT Z (-86.48395946556678 31.307380808404965 85.25399079639465),49272,Andalusia Pol D,49272M001,ALAN,GNSS
1111,POINT Z (-102.86652449017011 30.893906406404323 877.5947514120489),49273,Fort Stockton,49273M001,TXFS,GNSS
1112,POINT Z (-103.10869421671516 31.842603568816745 848.0022752480581),49274,Kermit,49274M001,TXKM,GNSS
1113,POINT Z (-94.34955745343497 37.86576173124196 221.27142309304327),49275,MoDOT Nevada,49275M001,MONE,GNSS
1114,POINT Z (-74.00127677395398 40.688660457145204 -20.288253380917013),49276,Brooklyn Pier,49276M001,NYBR,GNSS
1115,POINT Z (-122.775868064369 48.010617235143 20.37814943585545),49277,Chimacum School,49277M001,CHCM,GNSS
1116,POINT Z (-122.34505918421716 47.523571368307934 113.45462379790843),49278,West Seattle,49278M001,SMAI,GNSS
1117,POINT Z (-122.31516598371647 47.6822991934015 74.11705373972654),49279,Roosevelt,49279M001,SSHO,GNSS
1118,POINT Z (-123.49436145574317 48.116829090722824 66.84115103352815),49280,PORT ANGELES,49280M001,PTAA,GNSS
1119,POINT Z (-153.60733353451576 62.51921239089196 546.5212973700836),49281,FarewellMTAK200,49281M001,AC19,GNSS
1120,POINT Z (-117.70419552460207 37.20083544308767 1729.2199879186228),49282,LastChanceCS200,49282M001,P094,GNSS
1121,POINT Z (-90.11885182058982 29.937008477868414 -10.55679526180029),49283,Loyola Universi,49283M001,INRI,GNSS
1122,POINT Z (-67.45826848927994 44.70986625416494 18.59225442353636),49284,Machias,49284M001,MEMA,GNSS
1123,POINT Z (-84.22575529634929 32.963287904080076 216.37338246311992),49285,TheRockDDBGA201,49285M001,P804,GNSS
1124,POINT Z (-65.99347674077939 18.4313358206769 -28.543026173487306),49286,San Juan WAAS 4,49286M001,ZSU4,GNSS
1125,POINT Z (-97.04899893251921 28.06203209774081 -17.740365182980895),49287,Rockport,49287M001,TXRP,GNSS
1126,POINT Z (-124.55715279802705 47.937187432616405 36.22107351850718),49288,quillmast_wa201,49288M001,P815,GNSS
1127,POINT Z (-97.30070396306924 26.09490351096194 -15.739519839175045),49289,Laguna Vista,49289M001,TXLN,GNSS
1128,POINT Z (-117.79963922316566 44.83488043367714 1010.6976823704317),49290,BakerCity_OR200,49290M001,P394,GNSS
1129,POINT Z (-117.18404216259715 38.097193275583784 2066.022700882517),49291,TONO_BRGN_NV199,49291M001,TONO,GNSS
1130,POINT Z (-89.67324088872073 29.868117975871442 -16.239586210809648),49292,Shell Beach,49292M001,SBCH,GNSS
1131,POINT Z (-122.45815289499039 37.762968605118374 154.6002690801397),49371,University of C,49371M001,UCSF,GNSS
1132,POINT Z (-123.72620004632984 38.928347229571266 -11.29807918611914),49374,Point Arena,49374M001,P059,GNSS
1133,POINT Z (-121.90541284712918 36.621677615594926 -26.33622372150421),49375,Hopkins Marine,49375M001,P231,GNSS
1134,POINT Z (-64.79812464643493 17.716183562314768 -6.391997444443405),49376,Kingshill,49376M001,VIKH,GNSS
1135,POINT Z (-152.42543474039655 57.790717107278475 347.2743416633457),49380,Kodiak - Pillar,49380M001,AC67,GNSS
1136,POINT Z (-176.6626484713526 51.864148928261585 59.38642855267972),49381,Adak,49381M001,AB21,GNSS
1137,POINT Z (-78.73525062693034 33.93993412293918 -17.466539002023637),49382,Longs - South C,49382M001,SCHY,GNSS
1138,POINT Z (-79.92536554755593 32.779477055449846 -14.627822367474437),49383,Charleston Port,49383M001,SCHA,GNSS
1139,POINT Z (-73.73007892835172 40.7195263701828 -1.6582098184153438),49384,Queens - New Yo,49384M010,NYQN,GNSS
1140,POINT Z (-75.17633508949427 40.0131613150423 26.5371981151402),49385,Philadelphia Wa,49385M001,PAPH,GNSS
1141,POINT Z (-74.01432407197737 40.701069402978426 -15.758083492517471),49386,Battery Park -,49386M001,NYBP,GNSS
1142,POINT Z (-124.184301468284 41.745598539005414 -21.940468124113977),49391,Crescent City,49391M001,CACC,GNSS
1143,POINT Z (-88.07797660030788 30.249168785328308 -19.206389312632382),49396,Dauphin Island,49396M001,ALDI,GNSS
1144,POINT Z (-123.50327941876144 48.059548504112904 287.32960580661893),49398,Port Angeles,49398M001,P435,GNSS
1145,POINT Z (-89.95730304261866 29.265528211125886 -17.05780039727688),49399,Grand Isle,49399M001,GRIS,GNSS
1146,POINT Z (-145.74986169868487 60.548704792887676 146.03477946855128),49402,Cordova,49402M001,EYAC,GNSS
1147,POINT Z (-72.04971805426486 41.33529713523613 -19.58301887009293),49404,Groton,49404M001,CTGR,GNSS
1148,POINT Z (-122.21906218697416 37.86389660645684 407.3528835698962),49405,Berkeley - Sibl,49405M001,P224,GNSS
1149,POINT Z (-87.18942054352857 30.469022740898605 1.940162449143827),49413,Pensacola,49413M001,PCLA,GNSS
1150,POINT Z (-122.41084606417115 37.68644952543838 -13.2270115185529),49415,San Bruno,49415M002,SBRB,GNSS
1151,POINT Z (-75.56998395379077 39.56145227424943 -26.914443421177566),49417,Reedy Point - D,49417M001,RED5,GNSS
1152,POINT Z (-168.0621254254121 65.61497999252022 162.08416289556772),49419,Wales - Alaska,49419M001,AB09,GNSS
1153,POINT Z (-123.76836425136781 46.207372391099035 -14.948692560195923),49421,Tongue point -,49421M001,TPW2,GNSS
1154,POINT Z (-122.44760520184906 37.89087601698944 -21.090273167937994),49426,Tiburon Peninsu,49426M001,TIBB,GNSS
1155,POINT Z (-123.01872264521782 37.996176711276874 145.7442487552762),49427,Point Reyes Lig,49427M001,PTRB,GNSS
1156,POINT Z (-122.17329240907844 37.42690761608654 20.40456194244325),49430,Stanford univer,49430S001,STFU,GNSS
1157,POINT Z (-97.73515828861156 30.395478348196903 257.09053515736014),49431,Austin III,49431M001,AUT0,GNSS
1158,POINT Z (-105.2330688337803 40.129959547632815 1669.1332061560825),49433,Table Mountain,49433M002,TMG2,GNSS
1159,POINT Z (-151.7066715131756 59.44570724261452 20.466066628694534),49435,Seldovia,49435M001,SELD,GNSS
1160,POINT Z (-95.14575635962194 29.9134608713553 -8.625318900682032),49439,Lake Houston,49439M001,LKHU,GNSS
1161,POINT Z (-149.8949766670654 61.18732427036201 42.981496876105666),49448,The Surveyors E,49448S001,TSEA,GNSS
1162,POINT Z (-72.47757106889502 43.28146566791278 155.27540448959917),49449,Springfield - V,49449M001,VTSP,GNSS
1163,POINT Z (-85.37805480060668 35.390484392430174 206.18130458332598),49450,Dunlap - Tennes,49450M001,TN22,GNSS
1164,POINT Z (-111.11027153309782 43.74611622969346 1863.9352099634707),49451,Driggs - Idaho,49451M001,IDDR,GNSS
1165,POINT Z (-80.37356881976302 25.754603588962453 1.7431270815432072),49460,FLIU,49460S001,FLIU,GNSS
1166,POINT Z (-76.015311301411 41.305262694910134 384.407050864771),49464,"Wilkes Barre, L",49464M001,WIL1,GNSS
1167,POINT Z (-77.84980278614216 40.80690068640527 311.20043382048607),49466,"Penn State, Sta",49466M001,PSU1,GNSS
1168,POINT Z (-76.49945877342616 37.24854100721376 -22.066005958244205),49467,Gloucester Poin,49467M001,GLPT,GNSS
1169,POINT Z (-74.01159907961228 40.471492973393794 -24.551241061650217),49473,Sandy Hook - Ne,49473M002,SHK5,GNSS
1170,POINT Z (-105.26225366047422 39.995424540034534 1653.773901748471),49507,"Boulder, Colora",49507M001,NISU,GNSS
1171,POINT Z (-105.26260589696592 39.99506676526083 1648.3412540219724),49507,"Boulder, Colora",49507M002,NIST,GNSS
1172,POINT Z (-156.61501569869878 71.32275534188861 12.101510487496853),49508,BARROW - ALASKA,49508M002,UTQI,GNSS
1173,POINT Z (-148.47274955954475 70.33343573985371 17.04623748641461),49518,PRUDHOE BAY I (,49518S001,DSL1,GNSS
1174,POINT Z (-134.58570749895154 58.3625744765932 15.646345159970224),49519,"JUNEAU, ALASKA",49519S001,JNU1,GNSS
1175,POINT Z (-149.78025114294817 61.22920193260333 80.23390646278858),49520,ANCHORAGE (FAA),49520S001,ZAN1,GNSS
1176,POINT Z (-122.20426601496723 37.416518137357826 63.6834759414196),49523,STANFORD LINEAR,49523S001,SLAC,GNSS
1177,POINT Z (-81.7762905078305 26.14864508982994 -19.04653059132397),49528,"NAPLES, FLORIDA",49528S001,NAPL,GNSS
