,geometry_type,site_id,id,title,thumbnail,url,filename,orbitNumber,ron,orbit,platform,geometry
1111,Polygon,40400,63655109-8771-52b2-8b27-d718cdf2d5df,S2A_MSIL1C_20220217T183431_N0400_R027_T11SLT_20220217T204404.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/02/17/S2A_MSIL1C_20220217T183431_N0400_R027_T11SLT_20220217T204404.SAFE/S2A_MSIL1C_20220217T183431_N0400_R027_T11SLT_20220217T204404-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/63655109-8771-52b2-8b27-d718cdf2d5df,/eodata/Sentinel-2/MSI/L1C/2022/02/17/S2A_MSIL1C_20220217T183431_N0400_R027_T11SLT_20220217T204404.SAFE,34773,27,DESCENDING,S2A,"POLYGON ((-118.68579 34.328652062876, -119.17378 34.322365530034, -119.148865 33.332767107542, -117.969376 33.34757773813, -117.979065 34.200472578669, -118.130035 34.230057942992, -118.13023 34.229362318939, -118.13052 34.229416598972, -118.13071 34.228780998874, -118.13075 34.22878912245, -118.130936 34.228166459551, -118.13371 34.228693404986, -118.13376 34.22853370773, -118.37282 34.273855068311, -118.37268 34.274368002298, -118.37283 34.274397575856, -118.37239 34.275961473644, -118.64024 34.322973765617, -118.64044 34.322256914613, -118.64093 34.322339798203, -118.64114 34.321571132171, -118.641495 34.321631801514, -118.64166 34.321059585297, -118.68579 34.328652062876))"
1112,Polygon,40400,454e9fa2-b48a-5aea-9e05-8ce8c097e186,S2B_MSIL2A_20220314T183039_N0400_R027_T11SMT_20220314T220208.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L2A/2022/03/14/S2B_MSIL2A_20220314T183039_N0400_R027_T11SMT_20220314T220208.SAFE/S2B_MSIL2A_20220314T183039_N0400_R027_T11SMT_20220314T220208-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/454e9fa2-b48a-5aea-9e05-8ce8c097e186,/eodata/Sentinel-2/MSI/L2A/2022/03/14/S2B_MSIL2A_20220314T183039_N0400_R027_T11SMT_20220314T220208.SAFE,26222,27,DESCENDING,S2B,"POLYGON ((-118.087585 34.336833225651, -118.0751 33.346707299443, -116.895096 33.351317077821, -116.89389 34.341617478973, -118.087585 34.336833225651))"
1113,Polygon,40400,834b86b6-2be7-581a-a4ac-21d5c47bc8ae,S2A_MSIL1C_20220309T183211_N0400_R027_T11SMT_20220309T204621.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/03/09/S2A_MSIL1C_20220309T183211_N0400_R027_T11SMT_20220309T204621.SAFE/S2A_MSIL1C_20220309T183211_N0400_R027_T11SMT_20220309T204621-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/834b86b6-2be7-581a-a4ac-21d5c47bc8ae,/eodata/Sentinel-2/MSI/L1C/2022/03/09/S2A_MSIL1C_20220309T183211_N0400_R027_T11SMT_20220309T204621.SAFE,35059,27,DESCENDING,S2A,"POLYGON ((-118.0875832838 34.336833225651, -118.07511005828 33.346707299443, -116.8951032539 33.351317077821, -116.89388597356 34.341617478973, -118.0875832838 34.336833225651))"
1114,Polygon,40400,85ad77b0-dc19-5141-8759-f727ad3cd4b3,S2B_MSIL2A_20220202T183559_N0400_R027_T11SLT_20220202T214946.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L2A/2022/02/02/S2B_MSIL2A_20220202T183559_N0400_R027_T11SLT_20220202T214946.SAFE/S2B_MSIL2A_20220202T183559_N0400_R027_T11SLT_20220202T214946-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/85ad77b0-dc19-5141-8759-f727ad3cd4b3,/eodata/Sentinel-2/MSI/L2A/2022/02/02/S2B_MSIL2A_20220202T183559_N0400_R027_T11SLT_20220202T214946.SAFE,25650,27,DESCENDING,S2B,"POLYGON ((-119.17378 34.322365530034, -119.148865 33.332767107542, -117.969376 33.34757773813, -117.98062 34.337736607995, -119.17378 34.322365530034))"
1115,Polygon,40400,9caa3f60-ffd8-598e-ae5c-acf2ccfa6337,S2B_MSIL2A_20220212T183459_N0400_R027_T11SMT_20220212T215113.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L2A/2022/02/12/S2B_MSIL2A_20220212T183459_N0400_R027_T11SMT_20220212T215113.SAFE/S2B_MSIL2A_20220212T183459_N0400_R027_T11SMT_20220212T215113-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/9caa3f60-ffd8-598e-ae5c-acf2ccfa6337,/eodata/Sentinel-2/MSI/L2A/2022/02/12/S2B_MSIL2A_20220212T183459_N0400_R027_T11SMT_20220212T215113.SAFE,25793,27,DESCENDING,S2B,"POLYGON ((-118.087585 34.336833225651, -118.0751 33.346707299443, -116.895096 33.351317077821, -116.89389 34.341617478973, -118.087585 34.336833225651))"
1116,Polygon,40400,609b751c-c0ee-5cc7-9ad7-e5ca741cb066,S2A_MSIL1C_20220217T183431_N0400_R027_T11SMT_20220217T203734.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/02/17/S2A_MSIL1C_20220217T183431_N0400_R027_T11SMT_20220217T203734.SAFE/S2A_MSIL1C_20220217T183431_N0400_R027_T11SMT_20220217T203734-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/609b751c-c0ee-5cc7-9ad7-e5ca741cb066,/eodata/Sentinel-2/MSI/L1C/2022/02/17/S2A_MSIL1C_20220217T183431_N0400_R027_T11SMT_20220217T203734.SAFE,34773,27,DESCENDING,S2A,"POLYGON ((-116.89458 33.782349474673, -116.89389 34.341617478973, -118.087585 34.336833225651, -118.08389 34.043544911149, -117.92897 34.013273201225, -117.92914 34.012713508137, -117.92908 34.012701331976, -117.92909 34.01265184473, -117.92659 34.012162506008, -117.92679 34.011465303666, -117.9227 34.010664254596, -117.67151 33.959005864308, -117.664246 33.957432920863, -117.663925 33.958528259153, -117.663925 33.958527875314, -117.663864 33.958699518433, -117.42857 33.907626087675, -117.42871 33.907183757446, -117.42638 33.906677221707, -117.4265 33.906235531206, -117.42647 33.906230052783, -117.42653 33.906025720798, -117.42644 33.906003898052, -117.42662 33.905375903693, -117.16295 33.846333944283, -117.162415 33.848091169756, -117.06839 33.825574831432, -116.92441 33.791152524659, -116.92442 33.791098790876, -116.92441 33.791096501568, -116.924515 33.790748945868, -116.922104 33.790173090773, -116.922195 33.789838564857, -116.92206 33.789808717521, -116.92209 33.789706196416, -116.92189 33.789657997393, -116.92206 33.789056884961, -116.89458 33.782349474673))"
1117,Polygon,40400,8333c089-f5e4-5af8-8608-21778c8344f5,S2A_MSIL1C_20220217T183431_N0400_R027_T11SMT_20220217T204404.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/02/17/S2A_MSIL1C_20220217T183431_N0400_R027_T11SMT_20220217T204404.SAFE/S2A_MSIL1C_20220217T183431_N0400_R027_T11SMT_20220217T204404-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/8333c089-f5e4-5af8-8608-21778c8344f5,/eodata/Sentinel-2/MSI/L1C/2022/02/17/S2A_MSIL1C_20220217T183431_N0400_R027_T11SMT_20220217T204404.SAFE,34773,27,DESCENDING,S2A,"POLYGON ((-118.086136 34.221453673838, -118.0751 33.346707299443, -116.895096 33.351317077821, -116.89435 33.964081980908, -117.12314 34.018290836776, -117.12358 34.01681646044, -117.125916 34.017338290626, -117.12596 34.017196637879, -117.126114 34.017231175396, -117.12613 34.017162963682, -117.3636 34.070049096461, -117.36311 34.071690546903, -117.363144 34.071696508786, -117.36302 34.072086214661, -117.6125 34.126030242911, -117.61249 34.12608409946, -117.61783 34.12718254573, -117.62703 34.129170188249, -117.62746 34.12766987338, -117.630035 34.128198556772, -117.63017 34.127710404984, -117.86676 34.176304466302, -117.866165 34.178348524991, -118.086136 34.221453673838))"
1118,Polygon,40403,16bdf7d2-e408-537c-a5fb-884551daebf3,S2B_MSIL2A_20220103T183749_N0301_R027_T11SLT_20220103T205342.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L2A/2022/01/03/S2B_MSIL2A_20220103T183749_N0301_R027_T11SLT_20220103T205342.SAFE/S2B_MSIL2A_20220103T183749_N0301_R027_T11SLT_20220103T205342-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/16bdf7d2-e408-537c-a5fb-884551daebf3,/eodata/Sentinel-2/MSI/L2A/2022/01/03/S2B_MSIL2A_20220103T183749_N0301_R027_T11SLT_20220103T205342.SAFE,25221,27,DESCENDING,S2B,"POLYGON ((-119.17378 34.322365530034, -119.148865 33.332767107542, -117.969376 33.34757773813, -117.98062 34.337736607995, -119.17378 34.322365530034))"
1119,Polygon,40403,455b61fb-865c-5997-ace9-4b5a231b22fd,S2B_MSIL1C_20220103T183749_N0301_R027_T11SLT_20220103T201124.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/01/03/S2B_MSIL1C_20220103T183749_N0301_R027_T11SLT_20220103T201124.SAFE/S2B_MSIL1C_20220103T183749_N0301_R027_T11SLT_20220103T201124-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/455b61fb-865c-5997-ace9-4b5a231b22fd,/eodata/Sentinel-2/MSI/L1C/2022/01/03/S2B_MSIL1C_20220103T183749_N0301_R027_T11SLT_20220103T201124.SAFE,25221,27,DESCENDING,S2B,"POLYGON ((-119.17378 34.322365530034, -117.98062 34.337736607995, -117.969376 33.34757773813, -119.148865 33.332767107542, -119.17378 34.322365530034))"
1120,Polygon,40403,653e7717-892a-54a0-be39-faba14e0dda4,S2B_MSIL1C_20220123T183649_N0301_R027_T11SLT_20220123T200254.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/01/23/S2B_MSIL1C_20220123T183649_N0301_R027_T11SLT_20220123T200254.SAFE/S2B_MSIL1C_20220123T183649_N0301_R027_T11SLT_20220123T200254-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/653e7717-892a-54a0-be39-faba14e0dda4,/eodata/Sentinel-2/MSI/L1C/2022/01/23/S2B_MSIL1C_20220123T183649_N0301_R027_T11SLT_20220123T200254.SAFE,25507,27,DESCENDING,S2B,"POLYGON ((-119.17378 34.322365530034, -119.148865 33.332767107542, -117.969376 33.34757773813, -117.98062 34.337736607995, -119.17378 34.322365530034))"
1121,Polygon,40403,931d1d32-f2d8-5d87-af29-72eb1fb21b9b,S2B_MSIL2A_20220123T183649_N0301_R027_T11SLT_20220123T205201.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L2A/2022/01/23/S2B_MSIL2A_20220123T183649_N0301_R027_T11SLT_20220123T205201.SAFE/S2B_MSIL2A_20220123T183649_N0301_R027_T11SLT_20220123T205201-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/931d1d32-f2d8-5d87-af29-72eb1fb21b9b,/eodata/Sentinel-2/MSI/L2A/2022/01/23/S2B_MSIL2A_20220123T183649_N0301_R027_T11SLT_20220123T205201.SAFE,25507,27,DESCENDING,S2B,"POLYGON ((-119.17378 34.322365530034, -119.148865 33.332767107542, -117.969376 33.34757773813, -117.98062 34.337736607995, -119.17378 34.322365530034))"
1122,Polygon,40403,85ad77b0-dc19-5141-8759-f727ad3cd4b3,S2B_MSIL2A_20220202T183559_N0400_R027_T11SLT_20220202T214946.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L2A/2022/02/02/S2B_MSIL2A_20220202T183559_N0400_R027_T11SLT_20220202T214946.SAFE/S2B_MSIL2A_20220202T183559_N0400_R027_T11SLT_20220202T214946-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/85ad77b0-dc19-5141-8759-f727ad3cd4b3,/eodata/Sentinel-2/MSI/L2A/2022/02/02/S2B_MSIL2A_20220202T183559_N0400_R027_T11SLT_20220202T214946.SAFE,25650,27,DESCENDING,S2B,"POLYGON ((-119.17378 34.322365530034, -119.148865 33.332767107542, -117.969376 33.34757773813, -117.98062 34.337736607995, -119.17378 34.322365530034))"
1123,Polygon,40403,63655109-8771-52b2-8b27-d718cdf2d5df,S2A_MSIL1C_20220217T183431_N0400_R027_T11SLT_20220217T204404.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/02/17/S2A_MSIL1C_20220217T183431_N0400_R027_T11SLT_20220217T204404.SAFE/S2A_MSIL1C_20220217T183431_N0400_R027_T11SLT_20220217T204404-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/63655109-8771-52b2-8b27-d718cdf2d5df,/eodata/Sentinel-2/MSI/L1C/2022/02/17/S2A_MSIL1C_20220217T183431_N0400_R027_T11SLT_20220217T204404.SAFE,34773,27,DESCENDING,S2A,"POLYGON ((-118.68579 34.328652062876, -119.17378 34.322365530034, -119.148865 33.332767107542, -117.969376 33.34757773813, -117.979065 34.200472578669, -118.130035 34.230057942992, -118.13023 34.229362318939, -118.13052 34.229416598972, -118.13071 34.228780998874, -118.13075 34.22878912245, -118.130936 34.228166459551, -118.13371 34.228693404986, -118.13376 34.22853370773, -118.37282 34.273855068311, -118.37268 34.274368002298, -118.37283 34.274397575856, -118.37239 34.275961473644, -118.64024 34.322973765617, -118.64044 34.322256914613, -118.64093 34.322339798203, -118.64114 34.321571132171, -118.641495 34.321631801514, -118.64166 34.321059585297, -118.68579 34.328652062876))"
1124,Polygon,40403,cca5cac2-0597-5cbf-873c-ee8a589b8183,S2A_MSIL1C_20220309T183211_N0400_R027_T11SLT_20220309T204621.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/03/09/S2A_MSIL1C_20220309T183211_N0400_R027_T11SLT_20220309T204621.SAFE/S2A_MSIL1C_20220309T183211_N0400_R027_T11SLT_20220309T204621-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/cca5cac2-0597-5cbf-873c-ee8a589b8183,/eodata/Sentinel-2/MSI/L1C/2022/03/09/S2A_MSIL1C_20220309T183211_N0400_R027_T11SLT_20220309T204621.SAFE,35059,27,DESCENDING,S2A,"POLYGON ((-119.17378006049 34.322365530034, -119.14886713658 33.332767107542, -117.9693754185 33.34757773813, -117.98062243293 34.337736607995, -119.17378006049 34.322365530034))"
1125,Polygon,40403,e56f7965-eb7b-59c3-ab51-8671e6aa418d,S2A_MSIL1C_20220329T182951_N0400_R027_T11SLT_20220329T222714.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/03/29/S2A_MSIL1C_20220329T182951_N0400_R027_T11SLT_20220329T222714.SAFE/S2A_MSIL1C_20220329T182951_N0400_R027_T11SLT_20220329T222714-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/e56f7965-eb7b-59c3-ab51-8671e6aa418d,/eodata/Sentinel-2/MSI/L1C/2022/03/29/S2A_MSIL1C_20220329T182951_N0400_R027_T11SLT_20220329T222714.SAFE,35345,27,DESCENDING,S2A,"POLYGON ((-119.17378 34.322365530034, -119.148865 33.332767107542, -117.969376 33.34757773813, -117.98062 34.337736607995, -119.17378 34.322365530034))"
1126,Polygon,40403,19fcaed2-afb5-5d99-834c-0ebc8731b386,S2A_MSIL1C_20220806T182931_N0400_R027_T11SLT_20220806T232834.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/08/06/S2A_MSIL1C_20220806T182931_N0400_R027_T11SLT_20220806T232834.SAFE/S2A_MSIL1C_20220806T182931_N0400_R027_T11SLT_20220806T232834-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/19fcaed2-afb5-5d99-834c-0ebc8731b386,/eodata/Sentinel-2/MSI/L1C/2022/08/06/S2A_MSIL1C_20220806T182931_N0400_R027_T11SLT_20220806T232834.SAFE,37204,27,DESCENDING,S2A,"POLYGON ((-119.17378 34.322365530034, -119.148865 33.332767107542, -117.969376 33.34757773813, -117.98062 34.337736607995, -119.17378 34.322365530034))"
1127,Polygon,40403,762a5b60-4abd-534e-8a2f-14dce659f0b8,S2B_MSIL2A_20220811T182919_N0400_R027_T11SLT_20220812T000838.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L2A/2022/08/11/S2B_MSIL2A_20220811T182919_N0400_R027_T11SLT_20220812T000838.SAFE/S2B_MSIL2A_20220811T182919_N0400_R027_T11SLT_20220812T000838-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/762a5b60-4abd-534e-8a2f-14dce659f0b8,/eodata/Sentinel-2/MSI/L2A/2022/08/11/S2B_MSIL2A_20220811T182919_N0400_R027_T11SLT_20220812T000838.SAFE,28367,27,DESCENDING,S2B,"POLYGON ((-119.17378 34.322365530034, -119.148865 33.332767107542, -117.969376 33.34757773813, -117.98062 34.337736607995, -119.17378 34.322365530034))"
1128,Polygon,40403,9a1de550-77ce-5883-b610-51c585f32d4c,S2A_MSIL2A_20220925T183121_N0400_R027_T11SLT_20220926T004553.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L2A/2022/09/25/S2A_MSIL2A_20220925T183121_N0400_R027_T11SLT_20220926T004553.SAFE/S2A_MSIL2A_20220925T183121_N0400_R027_T11SLT_20220926T004553-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/9a1de550-77ce-5883-b610-51c585f32d4c,/eodata/Sentinel-2/MSI/L2A/2022/09/25/S2A_MSIL2A_20220925T183121_N0400_R027_T11SLT_20220926T004553.SAFE,37919,27,DESCENDING,S2A,"POLYGON ((-119.17378 34.322365530034, -119.148865 33.332767107542, -117.969376 33.34757773813, -117.98062 34.337736607995, -119.17378 34.322365530034))"
1129,Polygon,40403,f4f788f7-f693-5016-9fbe-a4cd61dd1b22,S2A_MSIL2A_20220905T182931_N0400_R027_T11SLT_20220906T015102.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L2A/2022/09/05/S2A_MSIL2A_20220905T182931_N0400_R027_T11SLT_20220906T015102.SAFE/S2A_MSIL2A_20220905T182931_N0400_R027_T11SLT_20220906T015102-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/f4f788f7-f693-5016-9fbe-a4cd61dd1b22,/eodata/Sentinel-2/MSI/L2A/2022/09/05/S2A_MSIL2A_20220905T182931_N0400_R027_T11SLT_20220906T015102.SAFE,37633,27,DESCENDING,S2A,"POLYGON ((-119.17378 34.322365530034, -119.148865 33.332767107542, -117.969376 33.34757773813, -117.98062 34.337736607995, -119.17378 34.322365530034))"
1130,Polygon,40403,c5d14803-e79f-52fe-804e-52f534934182,S2A_MSIL1C_20220905T182931_N0400_R027_T11SLT_20220905T232838.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/09/05/S2A_MSIL1C_20220905T182931_N0400_R027_T11SLT_20220905T232838.SAFE/S2A_MSIL1C_20220905T182931_N0400_R027_T11SLT_20220905T232838-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/c5d14803-e79f-52fe-804e-52f534934182,/eodata/Sentinel-2/MSI/L1C/2022/09/05/S2A_MSIL1C_20220905T182931_N0400_R027_T11SLT_20220905T232838.SAFE,37633,27,DESCENDING,S2A,"POLYGON ((-119.17378 34.322365530034, -119.148865 33.332767107542, -117.969376 33.34757773813, -117.98062 34.337736607995, -119.17378 34.322365530034))"
1131,Polygon,40403,f2177771-c28f-5f0e-b512-f4bdaa54249b,S2B_MSIL2A_20220702T182919_N0400_R027_T11SLT_20220702T222707.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L2A/2022/07/02/S2B_MSIL2A_20220702T182919_N0400_R027_T11SLT_20220702T222707.SAFE/S2B_MSIL2A_20220702T182919_N0400_R027_T11SLT_20220702T222707-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/f2177771-c28f-5f0e-b512-f4bdaa54249b,/eodata/Sentinel-2/MSI/L2A/2022/07/02/S2B_MSIL2A_20220702T182919_N0400_R027_T11SLT_20220702T222707.SAFE,27795,27,DESCENDING,S2B,"POLYGON ((-119.17378 34.322365530034, -119.148865 33.332767107542, -117.969376 33.34757773813, -117.98062 34.337736607995, -119.17378 34.322365530034))"
1132,Polygon,40403,93356427-d60b-58cc-a37f-d492f1f98ade,S2B_MSIL1C_20220702T182919_N0400_R027_T11SLT_20220702T215214.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/07/02/S2B_MSIL1C_20220702T182919_N0400_R027_T11SLT_20220702T215214.SAFE/S2B_MSIL1C_20220702T182919_N0400_R027_T11SLT_20220702T215214-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/93356427-d60b-58cc-a37f-d492f1f98ade,/eodata/Sentinel-2/MSI/L1C/2022/07/02/S2B_MSIL1C_20220702T182919_N0400_R027_T11SLT_20220702T215214.SAFE,27795,27,DESCENDING,S2B,"POLYGON ((-119.17378 34.322365530034, -119.148865 33.332767107542, -117.969376 33.34757773813, -117.98062 34.337736607995, -119.17378 34.322365530034))"
1133,Polygon,40403,f2f439cb-5968-5b5d-b027-3a5402ada4a6,S2A_MSIL1C_20220707T182931_N0400_R027_T11SLT_20220707T232858.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/07/07/S2A_MSIL1C_20220707T182931_N0400_R027_T11SLT_20220707T232858.SAFE/S2A_MSIL1C_20220707T182931_N0400_R027_T11SLT_20220707T232858-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/f2f439cb-5968-5b5d-b027-3a5402ada4a6,/eodata/Sentinel-2/MSI/L1C/2022/07/07/S2A_MSIL1C_20220707T182931_N0400_R027_T11SLT_20220707T232858.SAFE,36775,27,DESCENDING,S2A,"POLYGON ((-119.17378 34.322365530034, -119.148865 33.332767107542, -117.969376 33.34757773813, -117.98062 34.337736607995, -119.17378 34.322365530034))"
1134,Polygon,40403,8b601f48-57c5-50dc-92db-763a6955f125,S2A_MSIL2A_20220915T183011_N0400_R027_T11SLT_20220916T003755.SAFE,,https://catalogue.dataspace.copernicus.eu/download/8b601f48-57c5-50dc-92db-763a6955f125,/eodata/Sentinel-2/MSI/L2A/2022/09/15/S2A_MSIL2A_20220915T183011_N0400_R027_T11SLT_20220916T003755.SAFE,37776,27,DESCENDING,S2A,"POLYGON ((-119.17378 34.322365530034, -119.148865 33.332767107542, -117.969376 33.34757773813, -117.98062 34.337736607995, -119.17378 34.322365530034))"
1135,Polygon,40403,68ade854-132e-57ba-8fd1-51fd8e1724ae,S2A_MSIL1C_20220915T183011_N0400_R027_T11SLT_20220915T221906.SAFE,,https://catalogue.dataspace.copernicus.eu/download/68ade854-132e-57ba-8fd1-51fd8e1724ae,/eodata/Sentinel-2/MSI/L1C/2022/09/15/S2A_MSIL1C_20220915T183011_N0400_R027_T11SLT_20220915T221906.SAFE,37776,27,DESCENDING,S2A,"POLYGON ((-119.17378 34.322365530034, -119.148865 33.332767107542, -117.969376 33.34757773813, -117.98062 34.337736607995, -119.17378 34.322365530034))"
1136,Polygon,40403,8841239b-35da-5095-aaf8-40c236b1245f,S2A_MSIL1C_20220408T182921_N0400_R027_T11SLT_20220408T222526.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/04/08/S2A_MSIL1C_20220408T182921_N0400_R027_T11SLT_20220408T222526.SAFE/S2A_MSIL1C_20220408T182921_N0400_R027_T11SLT_20220408T222526-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/8841239b-35da-5095-aaf8-40c236b1245f,/eodata/Sentinel-2/MSI/L1C/2022/04/08/S2A_MSIL1C_20220408T182921_N0400_R027_T11SLT_20220408T222526.SAFE,35488,27,DESCENDING,S2A,"POLYGON ((-119.17378 34.322365530034, -119.148865 33.332767107542, -117.969376 33.34757773813, -117.98062 34.337736607995, -119.17378 34.322365530034))"
1137,Polygon,40403,493d933f-b45d-5883-affc-608b78a11dbb,S2B_MSIL2A_20220423T182909_N0400_R027_T11SLT_20220423T223410.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L2A/2022/04/23/S2B_MSIL2A_20220423T182909_N0400_R027_T11SLT_20220423T223410.SAFE/S2B_MSIL2A_20220423T182909_N0400_R027_T11SLT_20220423T223410-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/493d933f-b45d-5883-affc-608b78a11dbb,/eodata/Sentinel-2/MSI/L2A/2022/04/23/S2B_MSIL2A_20220423T182909_N0400_R027_T11SLT_20220423T223410.SAFE,26794,27,DESCENDING,S2B,"POLYGON ((-119.17378 34.322365530034, -119.148865 33.332767107542, -117.969376 33.34757773813, -117.98062 34.337736607995, -119.17378 34.322365530034))"
1138,Polygon,40405,fb071d40-6578-5629-b707-e89ec834430d,S2A_MSIL2A_20220108T183741_N0301_R027_T11SNV_20220108T210905.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L2A/2022/01/08/S2A_MSIL2A_20220108T183741_N0301_R027_T11SNV_20220108T210905.SAFE/S2A_MSIL2A_20220108T183741_N0301_R027_T11SNV_20220108T210905-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/fb071d40-6578-5629-b707-e89ec834430d,/eodata/Sentinel-2/MSI/L2A/2022/01/08/S2A_MSIL2A_20220108T183741_N0301_R027_T11SNV_20220108T210905.SAFE,34201,27,DESCENDING,S2A,"POLYGON ((-115.78824 35.582792745375, -115.77983 36.138682727451, -117.00023 36.144898413549, -117.00021 35.154890032738, -115.925064 35.149543527873, -115.88991 35.261642610298, -115.84413 35.4089008757, -115.796844 35.555806643032, -115.78824 35.582792745375))"
1139,Polygon,40405,fa6118e4-f843-5397-8436-ce1a99a2aaef,S2A_MSIL1C_20220108T183741_N0301_R027_T11SNV_20220108T202747.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/01/08/S2A_MSIL1C_20220108T183741_N0301_R027_T11SNV_20220108T202747.SAFE/S2A_MSIL1C_20220108T183741_N0301_R027_T11SNV_20220108T202747-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/fa6118e4-f843-5397-8436-ce1a99a2aaef,/eodata/Sentinel-2/MSI/L1C/2022/01/08/S2A_MSIL1C_20220108T183741_N0301_R027_T11SNV_20220108T202747.SAFE,34201,27,DESCENDING,S2A,"POLYGON ((-115.78824 35.582792745375, -115.796844 35.555806643032, -115.84413 35.4089008757, -115.88991 35.261642610298, -115.925064 35.149543527873, -117.00021 35.154890032738, -117.00023 36.144898413549, -115.77983 36.138682727451, -115.78824 35.582792745375))"
1140,Polygon,40405,e7e44fdd-275c-5ec4-a28d-ad692949b581,S2B_MSIL1C_20220123T183649_N0301_R027_T11SNV_20220123T200254.SAFE,https://catalogue.dataspace.copernicus.eu/get-object?path=/Sentinel-2/MSI/L1C/2022/01/23/S2B_MSIL1C_20220123T183649_N0301_R027_T11SNV_20220123T200254.SAFE/S2B_MSIL1C_20220123T183649_N0301_R027_T11SNV_20220123T200254-ql.jpg,https://catalogue.dataspace.copernicus.eu/download/e7e44fdd-275c-5ec4-a28d-ad692949b581,/eodata/Sentinel-2/MSI/L1C/2022/01/23/S2B_MSIL1C_20220123T183649_N0301_R027_T11SNV_20220123T200254.SAFE,25507,27,DESCENDING,S2B,"POLYGON ((-115.788605 35.559042912574, -115.77983 36.138682727451, -117.00023 36.144898413549, -117.00021 35.154890032738, -115.91748 35.149505781712, -115.8889 35.240778263225, -115.84331 35.387958598016, -115.79631 35.534789631988, -115.788605 35.559042912574))"
